time ,cn,text,viwer,numTokens,numLexTokens_valence,avgValence,numLexTokens_arousal,avgArousal,numLexTokens_dominance,avgDominance
"[45:32.270,45:35.370,0]",然后整个衣服给大家里面中间是加了。,Then the whole dress was added inside and in the middle.,1039,10,4,0.64675,4,0.3665,4,0.4745
"[45:35.440,45:42.440,0]",双倍加厚的棉，小朋友穿在身上，秋冬春2年三个季度当外套内搭都能去穿，放心去穿。,"Double thickened cotton, children wear on the body, autumn winter spring 2 years three seasons when the coat can be worn, rest assured to wear.",1040,20,13,0.708538462,13,0.316923077,13,0.469307692
"[45:42.590,45:56.965,0]",然后里面给大家做了一层舒美层，内衬的吸湿排汗都是非常棒的，所以小朋友穿在身上，他不会觉得闷呀，捂呀，整个衣服很轻啊，我们家这个衣服啊，宝贝们好喜欢成人做不了成人成本太大了。,"Then the inside for everyone to do a layer of comfort layer, lined with moisture absorption and perspiration are very good, so the children wear on the body, he will not feel stuffy ah, cover ah, the whole clothes are very light ah, our family this clothes ah, babies like adults can not do adult cost is too big.",1034,51,24,0.630375,24,0.407916667,24,0.493875
"[45:56.965,46:2.115,0]",然后这个衣服啊，宝贝们，这个衣服大家回去可以放心穿，放心去洗。,"And then this dress, baby, this dress you can wear and wash safely.",1017,10,4,0.59225,4,0.35175,4,0.33775
"[46:2.115,46:4.540,0]",洗完之后，不缩水，不变形，不会成坨的。,"After washing, it won't shrink, it won't be deformed, it won't be lumpy.",1017,6,2,0.67,2,0.24,2,0.554
"[46:4.590,46:10.640,0]",这点你们放心，因为我们做到的是那种轻暖的感觉，不是那种重的压在身上的那种感觉的。,"You can rest assured of this, because what we achieve is the kind of warm feeling, not the kind of heavy pressure on the body.",1017,22,9,0.718777778,9,0.366111111,9,0.599444444
"[46:10.640,46:11.890,0]",呃，洗完不会成坨。,"Well, it won't make a mess.",1048,3,1,0.684,1,0.42,1,0.48
"[46:11.940,46:20.165,0]",而且这个衣服的话，大家呢呃，买到手大货跟我直播间一样的所见即所得，颜色没有色差啊，这个是我非常喜欢的。,"And this dress, you guys, uh, buy it in bulk just like what you see is what you get in my studio, there's no color difference, this is something I really like.",1047,25,6,0.686666667,6,0.446333333,6,0.491333333
"[46:20.165,46:33.140,0]",我们挑的就是今年的秋冬，就是偏清爽一点，给人一眼看上去就是一眼很高级的，好好看的是不是线下你们去买到这种衣服的品质，小众韩货店卖你起码得花200左右的。,"We pick is this year's autumn and winter, is a bit refreshing, give a person a look is a very senior, good look is not the line you go to buy this kind of clothing quality, small Korean store sell you have to spend at least 200.",1064,41,18,0.677166667,18,0.4095,18,0.480444444
"[46:33.240,46:35.390,0]",今天在我直播间，我给大家邀。,"Today in my studio, I'd like to invite you.",1096,6,3,0.756666667,3,0.438,3,0.473
"[46:35.460,46:42.360,0]",二九半价开多划算，划算，129今天我都不要了，冲刺一下，1500人来后台做一波优惠券。,"Twenty-nine and half price open more than a bargain, a bargain, 129 I don't want today, sprint, 1500 people backstage to do a wave of coupons.",1133,17,7,0.595142857,7,0.472857143,7,0.500571429
"[46:42.910,46:48.160,0]",好的，今天领到券，宝贝下单了，给你们两位数体验一下买棉服的快乐。,"Ok, today I got the coupon, baby order, give you two figures to experience the joy of buying cotton clothes.",1133,16,8,0.753,8,0.43925,8,0.531125
"[46:48.210,46:51.110,0]",你们想要怎么买来吧，我们准备一下加单上车。,How do you want to buy it? We'll be ready to load the bus.,1151,11,6,0.656166667,6,0.500666667,6,0.579333333
"[46:51.410,46:51.810,1]",呃。,Ehhhhh.,1151,0,0,,0,,0,
"[46:51.910,46:57.560,0]",要我单件的这个格子的话，留个一，要纯色跟裤子一起上的，留个3。,"If I want a single piece of this plaid, keep a one, a solid color with the pants, keep a three.",1151,17,7,0.641285714,7,0.345285714,7,0.497571429
"[46:57.710,47:4.110,0]",你们要怎么去买，我就怎么去上我们家做搭配，但是从来不捆绑收费，按照大家需求来的。,"How you want to buy, I will go to our home to make a match, but never bundled charges, according to everyone's needs.",1166,18,5,0.6834,5,0.4362,5,0.5604
"[47:4.160,47:16.610,0]",想要今天怎么去买呃，这个的话，它比较轻薄一点啊，这个里面加的棉没有这个多呃，就是实话实说，这个比较轻薄一点，这个比较偏厚一点的南北两地的宝贝，待会儿去买就按需下单好不好？,"How do you want to buy today, uh, if this, it's a little lighter, it doesn't add as much cotton as this, uh, just to be honest, this is a little lighter, this is a little thicker, the north and South of the baby, later to buy on demand order OK?",1167,38,14,0.588571429,14,0.392642857,14,0.467
"[47:16.610,47:24.685,0]",这件我觉得更像内搭呃，更像羽绒服内搭，然后，裤子的话，给大家做到有加绒不加绒两个版本的这三件都上了吧。,"This one I think is more of an undercoat uh, more of a down jacket undercoat, and then, for the pants, I think you can get both the fleece-free and fleece-free versions of all three.",1169,28,7,0.625714286,7,0.384857143,7,0.481857143
"[47:24.685,47:27.110,0]",这三件你今天都给我准备一下吧，好吧。,Why don't you prepare all three for me today? Ok.,1169,7,2,0.6545,2,0.3835,2,0.49
"[47:27.110,47:32.610,0]",然后，这三件的话，今天给到大家每一件都开一个优惠活动，买哪件都划算。,"Then, for each of these three items, there will be a special offer for everyone today. You can get a good deal on all of them.",1186,22,9,0.741555556,9,0.460111111,9,0.576666667
"[47:32.610,47:35.310,0]",我就一个小小请求，能不能帮我满足一下。,"I just have a small request, if you can help me.",1186,9,4,0.6585,4,0.35625,4,0.40675
"[47:35.580,47:51.930,0]",左上角免费关注点一下吧，我们家这个号是新号，我们想要先累积10万新人粉，就什么是信任粉，就是你可以喜欢我家衣服，今天可以在我直播间先体验，以后想当我回头客的今天来点关注的，我都不会让你们白来的。,"Top left free focus on it, our home this number is a new number, we want to accumulate 100,000 new powder, what is the trust powder, that is, you can like my clothes, today you can experience in my broadcast room, later when I want to return to the point of attention today, I will not let you come in vain.",1209,51,24,0.68225,24,0.43075,24,0.544791667
"[47:51.930,47:54.530,0]",愿意支持我的是我最家粉丝的后台。,The only people willing to support me are my biggest fans.,1221,10,3,0.749333333,3,0.477666667,3,0.673333333
"[47:54.680,48:7.930,0]",这个嗯，棉服你刚做的是30吧，是的，今天把30券改到50，好的，领到优惠券给大家幺零九九十九都不要好吧，价格更优惠，两位数感受一下呃，一共多少张？,"This, uh, padded jacket you just made 30, yes, today change the 30 coupon to 50, okay, get a coupon for everyone, don't even zero ninety-nine Okay, the price is better, double figures feel uh, how many?",1230,23,10,0.6799,10,0.4044,10,0.493
"[48:8.380,48:9.980,1]",一共就有60张。,There are 60 sheets in all.,1230,4,0,,0,,0,
"[48:9.980,48:15.330,0]",60张，你们先领好，我带你们上车发券倒计时54321。,60 tickets. Take them first. I'll take you to the car and give out 54321.,1241,10,4,0.7955,4,0.49,4,0.424
"[48:15.330,48:27.430,1]",左上角先点关注再领券，立卷评优会秋季新款立减5宣只有60张，所以大家一定要抓紧时间拼手速、拼网速，先到先得。,"Top left first point to pay attention and then get the ticket, the roll assessment will fall new 5 announced only 60, so we must seize the time to fight hand speed, fight network speed, first come first served.",1232,33,22,0.582545455,22,0.495545455,22,0.586818182
"[48:27.530,48:33.880,0]",对面料是棉的，棉感的啊，然后是给你们做这件，是双倍加厚的，这件比这件厚一点。,"Yes, the fabric is cotton. It feels cotton. And then I'll make this one for you. It's double thick.",1223,12,4,0.6345,4,0.32,4,0.441
"[48:34.130,48:35.430,0]",左上角点关。,Top left point close.,1229,3,3,0.534666667,3,0.321,3,0.448666667
"[48:35.500,48:46.150,0]",就去领券，领到优惠券下单才是减50块钱的，没有领到优惠券买贵是不补差价的，所以大家先把券领一下，然后这两件的话也帮我改一下价格。,"Just go to get the coupon, get the coupon order is reduced 50 yuan, do not get the coupon to buy expensive is not covered the difference, so everyone first get the coupon, and then these two things also help me to change the price.",1229,39,18,0.620833333,18,0.459444444,18,0.551111111
"[48:46.350,48:51.150,0]",我我右手这两件的话，也是两位数优惠价格改一下，买哪一件都划算。,"If I have the two right hand pieces, I'll get a double digit discount. Either one will be a good deal.",1229,17,11,0.661,11,0.347363636,11,0.536636364
"[48:51.150,49:2.450,0]",但是就是唯一的缺点就是单量不多，呃，一共给大家放80单，要什么尺码留什么尺码，后台这边根据大家公屏上留的尺码，就80单一对一精准加单。,"But the only drawback is that the single quantity is not much, uh, a total of 80 for you, what size to stay what size, the background side according to the size left on the public screen, 80 single one to one precise single.",1234,36,15,0.5028,15,0.353466667,15,0.482933333
"[49:2.550,49:13.700,0]",我手上展示的是100码，我们家是90~150的国标尺码，正码正拍要什么码数留什么码数，哪个尺码多，哪个尺码多，开多加多上好不好？,"My hand is showing 100 yards, our home is 90~150 national standard size, positive size is what size to keep what size, which size is more, which size is more, open more good?",1235,25,12,0.6505,12,0.355166667,12,0.582083333
"[49:13.750,49:20.375,0]",尽量都让大家买到合身合适的那后来你帮我看一下哪个尺码多一点啊，这款120多一点，12是吗？,"Try to get everyone to buy the right fit. Then you can help me to see which size is larger. This one is a little over 120, 12 is it?",1232,25,10,0.6283,10,0.4154,10,0.4923
"[49:20.375,49:27.100,0]",对的那就120给大家多开吧，130有呃90~150可以穿到80斤的，就码正拍就行了。,"Right, then 120 give you more open it, 130 have er 90~150 can wear to 80 pounds, on the code is shot on the line.",1235,17,7,0.546857143,7,0.429,7,0.490142857
"[49:27.150,49:29.975,0]",那其他码数你们要的不多，我就不下那么多单了。,"B: Well, you don't want many other sizes, so I won't order so many.",1233,8,3,0.641,3,0.389,3,0.557
"[49:29.975,49:33.125,0]",今天要买两件的宝宝，我就不限你单了。,I'll let you have a two-piece baby today.,1233,5,3,0.673666667,3,0.375666667,3,0.451666667
"[49:33.125,49:35.450,0]",家里面两个宝宝的第二次。,The second of two babies in the house.,1237,7,2,0.505,2,0.205,2,0.327
"[49:35.520,49:38.520,0]",分开领券，再减50块钱，第二件再减50。,"Take the coupon separately, another 50 yuan off, and another 50 off the second piece.",1227,10,3,0.674,3,0.349,3,0.339666667
"[49:38.670,49:44.670,0]",但是，左上角大家券一定要检查一下，都领好了没领到券的，打个零证明一下。,"However, make sure you check the top left corner of the ticket. If you haven't received the ticket, tick a zero to prove it.",1227,19,9,0.577222222,9,0.405555556,9,0.521666667
"[49:44.670,49:47.545,0]",我发了你领了，咱们都没有什么问题，直接谈讲解。,I sent it and you took it. We don't have any problems. Just talk and explain.,1226,12,2,0.795,2,0.3675,2,0.5935
"[49:47.545,49:48.170,0]",上车了。,Get on the bus.,1226,3,1,0.74,1,0.594,1,0.667
"[49:48.270,49:49.820,0]",很多宝贝等着急了啊。,A lot of babies are waiting.,1222,5,1,0.531,1,0.215,1,0.37
"[49:49.870,50:0.070,0]",那这个衣服的话，你们今天喜欢的宝贝们呢，就给你们直接放100单吧，也不说80单了，100单格子放1号，纯色放2号，裤子放3号，先到先得。,"And for this dress, what about the babies you like today, I'll give you 100 orders directly, not to mention 80 orders, 100 plaid number 1, solid color number 2, pants number 3, first come, first served.",1223,24,12,0.592083333,12,0.332583333,12,0.534333333
"[50:0.120,50:4.070,0]",今天买全部给你们放首批买完直接恢复正常售卖价格。,I'll buy them all for you today. The first batch will be restored to the normal selling price.,1222,15,7,0.708,7,0.401571429,7,0.593428571
"[50:4.120,50:7.020,0]",所以喜欢的宝贝先去把名额占到手。,"So if you like it, go first and grab the spot.",1237,9,4,0.5755,4,0.5,4,0.554
"[50:7.070,50:24.520,1]",加单倒计时543211号链接一共只有100单，一号是格子，二号是纯色，三号是裤子，成套搭配，美丽加倍，名额有限，错过要拍大腿，错过要后悔一整天，而且，左上角是大折优惠券，记得领，不然会变贵。,"Add a single countdown 543211 link a total of only 100 single, one is a grid, two is a solid color, three is pants, complete sets of matching, beautiful double, limited places, miss to pat thigh, miss to regret all day, and, the upper left corner is a big discount coupon, remember to collar, otherwise it will become expensive.",1237,44,24,0.575833333,24,0.421416667,24,0.511958333
"[50:24.570,50:30.470,1]",所以，姐妹们赶紧刷新去抢，刷新去拍，先到先得。,"So, sisters rush to refresh to rob, refresh to shoot, first come, first served.",1258,9,5,0.6188,5,0.6178,5,0.7
"[50:30.870,50:35.470,0]",没有16的，做到15的啊，没有16可以穿到80斤以内都没有。,"No 16, no 15, no 16 can wear under 80 pounds.",1242,6,2,0.487,2,0.365,2,0.3545
"[50:35.540,50:45.490,0]",问题的呃，然后这个衣服的话已经给大家上车了，你们今天喜欢哪一件买哪一件，这两件都是棉服，但是一定要记得先去点关注，领到券再下单。,"Question: Well, then this dress has been given to everyone on the bus. You can buy whichever one you like today. These two are cotton-padded jackets, but you must remember to pay attention to it first, and then order when you get the ticket.",1235,36,12,0.661,12,0.4295,12,0.531083333
"[50:45.640,50:53.890,0]",领到券去下单的宝妈们今天到手大到手价格是79块9的，给到大家的棉服感受一下呃，链接呢。,"The treasure mother who got the ticket to place the order got a big hand today, the price is 79 yuan 9, to give everyone a feel of the cotton jacket, uh, the link.",1246,28,11,0.719,11,0.394454545,11,0.573545455
"[50:54.090,50:56.540,1]",哦，我谭江江链接在哪里？,"Oh, my Tan Jiangjiang, where is the link?",1280,5,1,0.643,1,0.46,1,0.444
"[50:56.540,51:3.140,0]",1200位宝妈，可能大家点的时候有卡顿，你要给大家连续点，不要偷懒，这样他们才能刷得到。,"1200 treasure mothers, maybe when people order there is a delay, you have to give people consecutive points, don't be lazy, so that they can get it.",1302,20,10,0.7157,10,0.4034,10,0.6046
"[51:3.640,51:26.140,0]",然后这个衣服给到大家呢，全部它这个是秋冬春三个季节都能去穿的，厚度是给你们到15°以上可以单穿，15°~0°的话，你们到外面去加呃一些马甲羽绒服或者内里加一些保暖衣都行的啊，这件比较轻薄，这件比较厚实一点的南北方选择的时候看清楚了啊，这种衣服穿了这个衣服给到大家。,"Then this clothes to everyone, all of it this is the autumn, winter and spring three seasons can be worn, the thickness is for you to 15掳 above can be worn alone, 15掳~0掳, you go outside to add some vest down jacket or add some warm clothes can be ah, this is relatively light, this is a little thicker North-South choice when you see clearly ah, This kind of clothes wear this clothes to everyone.",1302,64,27,0.653148148,27,0.332814815,27,0.440222222
"[51:26.140,51:35.490,0]",今天虽然说70来块钱买的，但是宝贝，我让你这钱花到今天明白，值得我们家今天给到大家这个价格，不是因为我品质做的。,"Today, although I said 70 yuan to buy, but baby, I let you spend this money until today to understand that it is worth our family to give you this price today, not because of my quality.",1300,31,9,0.730888889,9,0.457777778,9,0.570555556
"[51:35.560,51:42.210,0]",不好，恰恰相反，我给大家品质做好了，也是新号，想让你们新粉第一次来，有一个好的体验感。,"No, on the contrary, I have made it for you. It is also a new number. I want you to have a good experience when you come here for the first time.",1237,27,8,0.752625,8,0.458125,8,0.643875
"[51:42.310,51:50.635,0]",这个衣服今天先花小钱买包货，收到货，大家如果觉得值，你在线下买的一百八九的就留下吧，可以当我的回头客。,"This clothes today to spend a small amount of money to buy package goods, received goods, if you think it is worth, you buy in the line 189 to leave it, you can be my repeat customers.",1169,31,16,0.658875,16,0.4371875,16,0.4909375
"[51:50.635,51:53.110,0]",如果觉得不值，没关系，也能去，就23了。,"If you don't think it's worth it, it doesn't matter. You can go. It's 23.",1169,7,3,0.773333333,3,0.426,3,0.653666667
"[51:53.110,52:2.035,0]",嗯呃，这个衣服的话呢，今天买到全部是首批，不用等25天那么久的，你们早买可以早早排单的啊，两个不能放一块儿叠穿啊。,"Well, how about this dress, all bought today are the first batch, you don't have to wait 25 days so long, you can buy early in the queue, two can not put together to wear ah.",1169,28,12,0.613833333,12,0.382,12,0.481666667
"[52:2.035,52:9.810,0]",这两个都是一个就是那个宽松版型的，你们到时候可以外面加羽那个羽绒服呀，马甲的话，这个就别套一块儿穿了好吧。,"These two are one is the loose version. You can add the down jacket over it. If you have a waistcoat, don't wear this together.",1119,20,9,0.550888889,9,0.338333333,9,0.404555556
"[52:9.860,52:12.185,0]",身高卡玛加5，偏胖加10。,"5 for height Kamaga, 10 for fat.",1092,3,1,0.677,1,0.608,1,0.648
"[52:12.185,52:20.860,0]",宝贝们，你把身高体重可以报给我，我给你做推荐裤子，我们推荐的是一个搭配的是一个花灰色的，你们到时候这两个外套都能去搭配花灰色。,"Baby, you can give me your height and weight, I will make you recommended pants, we recommend a matching is a flower gray, you will be able to match the two coats with flower gray.",1063,30,14,0.705642857,14,0.401071429,14,0.529857143
"[52:21.010,52:24.885,0]",呃，130的话就买幺三零九十二二十四斤买90就可以了啊。,"B: Well, if you buy one hundred and thirty, you can buy nine hundred and twenty four pounds.",1064,14,9,0.619777778,9,0.417444444,9,0.428444444
"[52:24.885,52:35.510,0]",最后13裤子有加绒有不加绒，两个版本都有的，幺二二四十三斤买120这个衣服，大家回去洗完之后，你们不用担心它不会成坨的，因为这两件都是。,"Finally 13 pants with fleece have no fleece, two versions have, so twenty-two forty-three catties to buy 120 this clothes, we go back to wash after, you don't have to worry about it will not be a pile, because these two are.",1028,31,14,0.595571429,14,0.396071429,14,0.458428571
"[52:35.580,52:42.305,0]",给大家做到品质好的轻飘飘的，不是那种以次充好的棉花啊，不是那种压身厚的那种。,"For everyone to make good quality light, not the kind of shoddy cotton ah, not the kind of heavy weight.",1028,17,8,0.665625,8,0.337375,8,0.515125
"[52:42.305,52:51.380,0]",最后三单，那这个衣服的话，我们今天给到大家最后10秒钟买完之后的话，价格帮我恢复一下，价格好的，帮我恢复到129的价格啊。,"The last three orders, then this dress, we give you the last 10 seconds to buy after today, the price to help me recover, the price is good, help me restore to the price of 129.",1016,29,9,0.635777778,9,0.466333333,9,0.515444444
"[52:51.430,52:59.430,0]",呃，然后那个82的宝贝82斤的话能穿，但是的话穿今年合适，明年的话，可能就有点儿有点儿小了啊。,"Well, then the 82 baby can fit if it's 82 pounds, but if it fits this year, next year, it might be a little bit too small.",987,19,7,0.593714286,7,0.321142857,7,0.444714286
"[52:59.580,53:3.680,0]",然后这个衣服的话呢，5个月宝宝穿不了，8个月宝宝穿不了。,"And what about this dress? 5 months baby can't wear, 8 months baby can't wear.",972,8,2,0.837,2,0.365,2,0.455
"[53:3.780,53:7.730,0]",这个的话，给大家做轻薄一点儿的这一件比较偏轻薄一点的啊。,"In that case, I'd like to make you a lighter one, a lighter one.",972,10,2,0.7015,2,0.3865,2,0.463
"[53:7.730,53:13.205,0]",如果你们要买轻薄一点儿的，往羽绒服里面当内胆的，我觉得这件更合适好吧。,"A: If you want something lighter and lighter, which can be used as an inner liner under a down jacket, I think this one would be more suitable.",948,24,11,0.552363636,11,0.349272727,11,0.451727273
"[53:13.205,53:20.380,0]",59块9给到大家今天的到手价格体验棉服，然后，这个棉服的话，我们正常开是109。,"59 yuan 9 to give you today's hand price experience cotton-padded suit, and then, this cotton-padded suit, we normally open 109.",921,12,5,0.6436,5,0.4466,5,0.5886
"[53:20.380,53:24.030,0]",如果59的单量拍完了，后台你帮我直接改到正常价格啊。,"If the single quantity of 59 is finished, you can help me directly change the normal price in the backstage.",921,17,8,0.592125,8,0.40425,8,0.522375
"[53:24.080,53:31.755,0]",嗯，搭配的裤子是花灰色啊，花灰色的裤子大家都可以去选择一下，有加绒不加绒的一定要看清楚了。,"Well, the matching pants are flower gray ah, flower gray pants we can go to choose, with fleece or not fleece must see clearly.",894,20,13,0.590461538,13,0.308538462,13,0.337153846
"[53:31.755,53:35.530,0]",南北两地的宝贝看清楚它的厚度再去下单裤子今。,North and South babies see its thickness before they order pants today.,873,11,6,0.622166667,6,0.295666667,6,0.4635
"[53:35.600,53:42.750,0]",今天也是给大家到手价格39块9起的，你们喜欢都能去入手132斤，买个100码就行了啊。,"Today is also to give you the price of 39 yuan 9, you like can go to buy 132 pounds, buy a 100 yards on the line ah.",850,22,9,0.667666667,9,0.444333333,9,0.479777778
"[53:42.750,53:45.400,0]",裤子在1号链接弹一下讲解给大家啊。,Pants on link number one.,850,4,3,0.502,3,0.271666667,3,0.431666667
"[53:45.400,53:47.950,0]",裤子今天应该也没有就是放多少单吧。,I don't think there are any pants today. Just a few orders.,839,9,2,0.7295,2,0.364,2,0.4755
"[53:48.050,53:49.550,1]",裤子也就最后的5单。,The pants are the last five orders.,832,6,2,0.5915,2,0.2705,2,0.3155
"[53:49.600,53:52.925,0]",最后5单我们就裤子的话再保留10秒钟吧。,"Let's keep the last five orders for another ten seconds, except for the pants.",832,11,3,0.595333333,3,0.259,3,0.417
"[53:52.925,53:55.100,0]",好价格待会儿记得恢复到69啊。,The good price will be restored to 69 later.,830,7,5,0.7354,5,0.3802,5,0.6172
"[53:55.100,54:3.450,0]",我们家衣服的话，全部是按照线下专柜品质给你们做的，今天这个价格真的不能一直挂在车里面的，所以有需要的宝贝都可以感受一下啊。,"Our clothes are all made for you in accordance with the quality of the offline counters. Today's price really can't be hung in the car all the time, so the babies in need can feel it.",830,31,9,0.698555556,9,0.428111111,9,0.522777778
"[54:3.500,54:8.100,0]",都买到都拍到的话，我这边要不就准备先过了过其他款式也可以的啊。,"If I can get them all and get them all on camera, I'll probably go through the other styles first.",830,17,5,0.6248,5,0.4438,5,0.4982
"[54:8.250,54:17.750,0]",新粉今天第一次刚刚来到我们家直播间左上角没点关注的，大家先把关注先点好了，宝贝，因为这个号是新号的，很需要大家的一个支持。,"New powder today for the first time just came to our home broadcast room on the left corner of no point to pay attention to, everyone first to pay attention to the first point, baby, because this number is a new number, very need everyone's support.",830,40,20,0.6253,20,0.4251,20,0.52995
"[54:18.000,54:19.950,0]",蓝格子没拍到吗？,Didn't you get the blue check?,838,4,2,0.693,2,0.3655,2,0.479
"[54:20.200,54:21.150,0]",没抢到吗？,Didn't you get it?,853,2,1,0.74,1,0.594,1,0.667
"[54:21.150,54:23.600,0]",这个衣服链接是新粉刚来的吧？,Is this clothing link new to us?,853,6,3,0.698,3,0.365666667,3,0.493333333
"[54:23.650,54:27.475,0]",我问一下我直播间呃，宝贝们，你们是哪个没拍到的？,"Let me ask you from my studio, uh, babies, who did you miss?",853,9,2,0.479,2,0.4065,2,0.383
"[54:27.475,54:32.650,0]",告诉一下我，我看一下看一下，你们哪个没拍到我再给你们再申请一波吧。,"Tell me, let me take a look, see if you guys haven't got that and I'll send you another wave.",858,15,5,0.6208,5,0.4018,5,0.3922
"[54:32.700,54:35.550,0]",呃，要格子的话，留个一要我们家纯。,"Well, if you want plaid, save one for us.",858,6,3,0.661,3,0.457666667,3,0.55
"[54:35.620,54:40.120,0]",色的话，留个二我看一下，你们是哪个没拍到我先讲先上哪个好吧。,"Color, leave a two for me to see, which one of you is not on camera I will talk first which one.",879,19,7,0.604714286,7,0.335571429,7,0.509285714
"[54:40.120,54:51.045,0]",这两个都是棉服来的，都是棉服啊，呃，格子跟我们家纯色都没拍到，这两件那就最后一波还都上了吧，都上了，就两件都开了，做两个链接。,"These are both cotton-padded clothes, are both cotton-padded clothes ah, uh, plaid and our solid color did not get the shot, these two then the last wave also on it, both on, just both open, do two links.",879,28,9,0.648666667,9,0.357444444,9,0.499666667
"[54:51.045,55:3.395,0]",今天给大家呢，最后再申请个50单吧，活动半价再给大家再来一波，再体验一下啊，价格品质都是非常棒的，今天品质价格再便宜也得听一下品质。,"Give it to you today, finally apply for a 50 single bar, the activity half price and give you a wave again, and experience it again, ah, the price and quality are very good, today's quality price is cheap also have to listen to the quality.",897,37,17,0.647352941,17,0.433764706,17,0.558117647
"[55:3.395,55:14.445,0]",在我直播间买衣服，我不希望大家去盲目去就是下单啊，盲目花钱的那我问一下，我直播间将近九呃将近1000个宝贝了，你们是给男生还是给女生买的？,"In my studio to buy clothes, I don't want you to go blind is to place orders, blind money so let me ask, my studio nearly nine, nearly 1,000 babies, do you buy for boys or girls?",928,29,10,0.6591,10,0.4941,10,0.5574
"[55:14.445,55:17.195,0]",给男生买的留个男，给女生买的留个女。,Keep a man for the boys and a woman for the girls.,945,11,1,0.714,1,0.296,1,0.547
"[55:17.195,55:21.520,0]",我看一下我们家这个号的人群是偏男孩儿还是女孩儿多一点。,Let me see if the crowd in my size is more boys or girls.,945,13,4,0.48575,4,0.45125,4,0.47975
"[55:21.570,55:28.620,0]",这样的话，我后期跟我们家那个呃就是开发设计的小姐妹儿说一下，靠近你们去设计新款好不好？,"In that case, I will talk to my sister, who is, uh, the development and design lady, about coming near you to design the new model, OK?",948,20,7,0.788571429,7,0.402142857,7,0.638714286
"[55:28.620,55:35.570,0]",是的，男孩女孩都有，但是我家男孩好多呀，男生女生都能穿的这一件给大家设计的是那种比较偏清新。,"Yes, boys and girls have, but there are a lot of boys in my family, boys and girls can wear this one is designed for everyone is the kind of more fresh.",964,28,6,0.618333333,6,0.3095,6,0.443666667
"[55:35.640,55:40.240,0]",清爽干净舒服的，就像那种天气放晴了之后，蓝天白云的感觉。,"Fresh, clean and comfortable, like when the weather clears up and the sky is blue with white clouds.",998,15,5,0.781,5,0.2596,5,0.441
"[55:40.340,55:44.690,0]",穿在身上一眼明亮的这个面料是棉的，它不是那种硬的。,This fabric is made of cotton. It's not that hard.,1020,7,1,0.635,1,0.19,1,0.345
"[55:44.740,55:55.840,0]",这个面料小朋友穿在身上很舒服，然后内里中间做了双倍加厚的，所以小朋友穿在身上，秋冬春当内搭当外套，两年三季度穿下来没问题。,"This fabric is very comfortable for children to wear on the body, and then the middle of the inner is double thickened, so children wear it on the body, autumn, winter and spring when the coat, two years and three quarters wear down no problem.",1021,39,17,0.584823529,17,0.324235294,17,0.398764706
"[55:56.140,56:4.915,0]",内里给大家做到的全部是有一层舒美层内衬的，所以整个衣服，它当外套去穿，它不会说觉得闷捂，不会觉得不透气啊。,"The inner for everyone to do all is a layer of comfort layer lining, so the whole clothes, it when the coat to wear, it will not say that it feels stuffy, will not feel air tight ah.",1023,33,12,0.657583333,12,0.32625,12,0.532666667
"[56:4.915,56:11.915,0]",这个衣服的话，它是很轻的宝贝，都是给你们做到的是很舒服的棉感面料，很轻轻暖轻暖的啊。,"This dress, it is very light baby, are made for you are very comfortable cotton fabric, very gentle warm ah.",1004,16,5,0.7888,5,0.2438,5,0.4812
"[56:11.915,56:29.390,0]",这个衣服的话，你们回去手洗机洗，不缩水不变形，洗完它不会成坨的，只有这种轻轻的好的品质的棉花的话，你们洗完它才不会成坨的穿在身上，而且还不压身啊，这个颜色真的好喜欢，很多很多姐妹来我家直播间就先问我这个有大人穿的没有？,"This clothes, you go back to the hand washing machine to wash, not shrink not deformation, wash it will not become a lump, only this kind of gentle good quality cotton, you wash it will not become a lump to wear on the body, but also do not press ah, this color is really good like, many many sisters to my home broadcast first ask me this adult wear no?",1013,61,28,0.643678571,28,0.417071429,28,0.514571429
"[56:29.390,56:35.590,0]",没有大人穿的这个是小朋友的啊，穿在身上就是那种很清新很干净，很舒服，一眼就看上。,"No adult is wearing this is a child's ah, wear on the body is very fresh and clean, very comfortable, at a glance.",1011,18,5,0.675,5,0.4268,5,0.4986
"[56:35.660,56:43.960,0]",去一定要买的衣服，线下你们去小众韩货店买一件这种品质，起码人家能开到你到手价格200来块钱左右。,"Go to the must-have clothes, offline you go to a small Korean store to buy a piece of this quality, at least people can open to you to get a price of about 200 yuan.",1031,30,11,0.611818182,11,0.449818182,11,0.465363636
"[56:44.060,56:47.310,0]",今天我直播间半价129的价格都不需要了。,I don't need the half price of 129 for my studio today.,1041,9,4,0.5415,4,0.397,4,0.40775
"[56:47.310,56:51.085,0]",我想充个1500人在线后台帮我准备一下那个优惠券吧。,I'd like to use 1500 online backstage to help me prepare that coupon.,1050,10,4,0.6215,4,0.431,4,0.4795
"[56:51.085,57:4.710,0]",好的，领到待会儿领到券的宝贝，今天两位数给你们体验一下买棉服的快乐，但你们想要怎么买，今天告诉我一下吧，呃，我手上拿了3件，你们只要单件格子的留1，这3件都想要上的留个3。,"Ok, get the coupons for the baby, today double figures for you to experience the joy of buying quilts, but how do you want to buy today, let me know, uh, I have three, you only need to keep a single plaid, those three want to keep a 3.",1054,40,17,0.679058824,17,0.506588235,17,0.532941176
