realtime,time,text,cn,Start Time (Decimal Minutes),Sentiment Score (-10 to 10),sentiment intensive,arousal_score,Chinese Char Count,Duration (Seconds),Words per Minute,viwer,
13.02,"[10:29.320,10:32.945,1]","Go to link number one. Last 30 seconds. In 30 seconds, the price is over.",来一号链接，最后30秒30秒钟呢，价格就结束了。,10.49,0,0,1,17,3.625,281.3793103,1377,
13.08,"[10:32.945,10:33.270,1]",right.,对。,10.55,2.857142857,2.857142857,3,1,0.325,184.6153846,1377,
13.09,"[10:33.770,10:51.370,0]","Pink to show you, look at our version of the color, this color you see, pink with this black bump that uh, waterproof strip bump color bump together very good-looking, sweet cool sweet cool is our home powder, first do not pick people, will not affect the skin color, and then its powder is very advanced powder.",来粉色给你看一下，看我们家的版型颜色，这个颜色你看，粉色配这个黑色的撞那个呃，防水条撞撞色撞在一起很好看，甜酷甜酷的是就是我们家的粉，首先不挑人，不会影响肤色，然后它的粉是非常高级的粉。,10.56,2.003333333,2.003333333,2,84,17.6,286.3636364,1377,
13.39,"[10:51.470,10:59.520,0]","We adults wear, adults will not be young after wearing, and then with the black um that waterproof strip bump together, it is sweet and cool feeling.",我们大人穿，大人穿完以后也不会装嫩，再跟黑色的呃那个防防水条撞在一起，就又甜又酷的感觉。,10.86,1.583333333,1.583333333,2,40,8.05,298.136646,1312,
13.53,"[10:59.720,11:0.370,0]",I'm wearing it.,我穿的。,11,0,0,1,3,0.65,276.9230769,1332,
13.54,"[11:0.440,11:3.915,0]",Pants at link number four are too stretchy. They're really stretchy.,裤子在4号链接叫弹力太大了的弹力真的非常大。,11.01,2,2,3,20,3.475,345.323741,1332,
13.6,"[11:3.915,11:5.790,1]","Yes, if it's too stretchy, we should take it off.",对弹力太大的话呢，我们要脱下来啊。,11.07,0,0,1,15,1.875,480,1321,
13.63,"[11:5.790,11:7.790,0]",He's out of stock. Out of stock. This is out of stock.,他没货，没货了，这个已经没货了。,11.1,0,0,1,13,2,390,1321,
13.66,"[11:7.790,11:10.165,0]",Bao Ba on the 4th is the direct shot they have their eye on.,宝吧在4号就是他们看上了直接拍。,11.13,1,1,1,14,2.375,353.6842105,1321,
13.7,"[11:10.165,11:12.390,1]",Because what about the rest? I can't sell this either.,因为后面的话呢，这个也卖不了了，,11.17,0,0,1,14,2.225,377.5280899,1315,
13.77,"[11:14.140,11:18.690,1]",They really look like fake legs. I really look like fake legs.,真的像假腿呀，我这真的很像假腿。,11.24,-1.5,1.5,3,14,4.55,184.6153846,1315,
13.84,"[11:18.690,11:31.065,0]","Mainly my ankle that place looks like a fake, I stole you wrong ah, pants, there are dozens of babies, I have dozens of pants on my leg, do you want?",主要是我脚腕那个地方像假，我偷错了了你啊，裤子吗，还有几十条宝宝，我腿上这条裤子还有几十条，你要不要？,11.31,-2.777777778,2.777777778,4,45,12.375,218.1818182,1321,
14.05,"[11:31.065,11:32.840,0]",I can give you 10 yuan cheaper.,我可以给你再便宜10块钱。,11.52,0,0,1,10,1.775,338.028169,1311,
14.09,"[11:33.340,11:37.665,0]","I'll give you the new price now, because it was new yesterday. It was new when I stopped talking.",现在给你开的是上新价，因为它是昨天新品，是我不讲的时候是上新价。,11.56,1.363636364,1.363636364,2,29,4.325,402.3121387,1311,
14.16,"[11:37.665,11:43.840,0]","After today after today, tomorrow is that is that daily price, daily but when I talk about it, now it is only a few dozen.",过了今天过了今天以后，明天是那个是那个日常价，日常但是我讲它的时候，现在它只有几十条了。,11.63,-0.5,0.5,2,40,6.175,388.6639676,1317,
14.26,"[11:43.840,11:59.265,0]","For dozens of pieces, I can give you another 10 cheap to spell a wave of hand speed ah, think of a good dress code is very very comfortable, this pair of pants, its name is too elastic, it is not the mouth to say what degree of elasticity to take a baby, it is only adults, no children.",对几十条，我可以给你再便宜10块来拼一波手速啊，想好衣码非常非常的舒服，这条裤子，它的名字叫弹力太大了，它不是嘴巴上说说的弹力大到什么程度来拿条小宝宝的，它只有大人的，没有小朋友的。,11.73,4.05,4.05,5,81,15.425,315.0729335,1314,
14.52,"[11:59.265,12:0.390,0]",But this fabric is ours.,但是这个面料我们。,11.99,0,0,1,8,1.125,426.6666667,1348,
14.54,"[12:0.460,12:7.885,0]","I used this fabric to make you a pair of children's baggy jeans, normal jeans. Are you wrong to have this stretch?",之前用这个面料给你们做过小朋友的一条宽松的牛仔裤的，正常的牛仔裤，你来有这个弹力是不是很错了？,12.01,-1.75,1.75,3,44,7.425,355.5555556,1348,
14.66,"[12:7.885,12:8.560,1]","Wrong, right.",错了对。,12.13,-1.071428571,1.071428571,2,3,0.675,266.6666667,1365,
14.67,"[12:8.660,12:10.835,0]",And then a little bit more.,然后再牛一点点的来这么多。,12.14,1.5625,1.5625,3,12,2.175,331.0344828,1365,
14.71,"[12:10.835,12:11.785,1]",That's a lot of bounce already.,已经是大弹力哇。,12.18,0,0,1,7,0.95,442.1052632,1347,
14.73,"[12:11.785,12:13.435,0]",That's a lot of spring.,个弹力绝绝子了。,12.2,0,0,1,7,1.65,254.5454545,1347,
14.75,"[12:13.435,12:19.910,0]","Yes, let's take a look at this one we have. It's too stretchy to be imagined. Let's take a look at this stretchy one.",是来看一下我们家这条什么叫弹力太大，超乎想象来看一下这个弹力哇。,12.22,0,0,1,30,6.475,277.992278,1347,
14.86,"[12:19.910,12:21.935,1]",It's really refreshing.,真的是刷新认知哎。,12.33,5,5,5,8,2.025,237.037037,1347,
14.9,"[12:21.935,12:29.885,0]","We used these pants to make two pairs for the children before, and then a lot of treasure a lot of babies said to Chen Mom, can you do an adult's right, use too much face.",我们之前用这个裤子给小朋友做了呃两条，然后很多宝很多宝宝就跟陈妈说，能不能做个大人的对，用太面向了。,12.37,1.952380952,1.952380952,3,46,7.95,347.1698113,1360,
15.03,"[12:29.885,12:31.385,1]","Oh, Gao is drooling.",哎，高看着流口水。,12.5,0,0,1,7,1.5,280,1372,
15.05,"[12:31.385,12:33.710,0]","Little legs here, you see.",小小小腿这个地方的，你看。,12.52,-1.875,1.875,3,11,2.325,283.8709677,1372,
15.09,"[12:33.760,12:37.560,1]","Yeah, that whole body stretch is really nice and comfortable.",对，这么的一整身都有弹力的上身巨舒服巨舒服。,12.56,4,4,5,20,3.8,315.7894737,1372,
15.16,"[12:37.560,12:41.835,0]","And then the inside for you to add is light velvet, not very thick, because too thick it will be bloated.",然后里面给你加的是薄绒，没有加很厚，因为太厚了它就会臃肿。,12.63,0.717948718,0.717948718,1,26,4.275,364.9122807,1380,
15.23,"[12:41.835,12:43.585,1]","B: Yes, the jeans are warm enough.",对，本来牛仔保暖性够了。,12.7,3,3,3,10,1.75,342.8571429,1383,
15.26,"[12:43.585,12:46.960,0]","You see, the fleece inside is very, very fine, and then the back hurts.",你看，它里面的抓绒非常非常的细腻，然后腰疼。,12.73,2.708333333,2.708333333,4,19,3.375,337.7777778,1383,
15.32,"[12:47.510,12:53.785,0]","Here, I made it for you. It's adult. I didn't make it for the kids. I made it with the pipe pants.",这个，我是给你做的是大人的，对小朋友没有做大人的，跟做的是那个烟管裤。,12.79,1,1,3,31,6.275,296.4143426,1383,
15.43,"[12:53.785,12:55.385,0]","Yes, the type of pipe pants.",是的，烟管裤的版型。,12.9,0,0,1,8,1.6,300,1380,
15.45,"[12:55.385,12:58.310,0]","Baby, you see, when I wear it on my body, I will look very thin.",宝宝，你看，我穿在身上以后，整个人会很显瘦。,12.92,-5.2,5.2,7,18,2.925,369.2307692,1381,
15.5,"[12:58.360,13:0.410,1]",Waist head is pulled.,腰头是拉。,12.97,0,0,1,4,2.05,117.0731707,1381,
15.54,"[13:0.480,13:1.755,1]",It's a button with a chain.,就是扣子加拉链。,13.01,0,0,1,7,1.275,329.4117647,1381,
15.56,"[13:1.755,13:4.555,0]",Then add the elasticity of the fabric MMM very comfortable.,然后再加上的面料弹力嗯非常的舒服。,13.03,5.2,5.2,5,16,2.8,342.8571429,1381,
15.61,"[13:4.555,13:16.930,0]","Here here elastic yes, below is the length of 9 points, 9 points, 9 points, 9 points, 9 points, yes, must expose the ankle to look like the leg will be very long and straight, yes, and then elastic is not tight, hey, I don't know why to come, this is not tight, this is not tight.",这里这里弹力大的是的，下面是9分八九分的长度，对一定要露脚踝才看起来腿会很长很直，是然后弹力大完全不绷，哎，我都不知道要干嘛来，这样不绷，这样不绷。,13.08,0.805714286,0.805714286,2,65,12.375,315.1515152,1386,
15.82,"[13:17.380,13:20.530,1]","This is not tight, and even complete yoga can be very comfortable.",这样不绷，完全瑜伽都可以非常舒服。,13.29,2.364285714,2.364285714,3,15,3.15,285.7142857,1386,
15.88,"[13:20.830,13:31.580,0]","This pair of pants, uh, now there are the last dozens, these dozens of pieces will not be there, because it has a total of so many fabrics, it is customized fabric, you want such a good fabric, not to say that I want to buy on the market can buy, no, we customized.",这条裤子呃，现在还有最后几十条，这几十条以后就没有了，因为它的面料一共就这么多，是定制的面料，你想这么好的面料，不是说市面上我想买就能买得到的，不是的，是我们定制的。,13.35,2.4,2.4,3,74,10.75,413.0232558,1387,
16.06,"[13:31.580,13:43.830,0]","At that time, there were so many orders with this fabric, made children's, and a little fabric made adults', adults', and now there are dozens of pieces, and there is no back, this pair of pants normally go outside the women's clothing store more than 200 yuan, 239.",当时用这个面料一共这么多定的，做了小朋友的，还有一点点面料做了大人的，大人的，现在最后还有几十条，后面就没有了，这条裤子正常去外面女装店200多块钱，239。,13.53,1.625,1.625,3,65,12.25,318.3673469,1399,
16.26,"[13:43.980,13:50.230,0]","Our daily price is 169. Today's price for you is the last few dozen pieces, and we will give you the top price.",我们家日常价格169，今天给你们开的价格最后几十条了，就上上头价给你们上掉。,13.73,0.75,0.75,1,32,6.25,307.2,1390,
16.37,"[13:50.230,13:52.430,0]","Well, 139 hand speed.",嗯，139拼手速。,13.84,0,0,1,4,2.2,109.0909091,1390,
16.4,"[13:52.430,13:53.480,1]",The scrabble is gone.,拼手速没了。,13.87,0,0,1,5,1.05,285.7142857,1390,
16.42,"[13:53.480,13:55.805,0]",A: Plus size. I'm a medium M.,正码正拍，我穿的中码M码。,13.89,0,0,1,10,2.325,258.0645161,1390,
16.46,"[13:55.805,13:57.230,1]","Just look at height, not weight.",就看身高，不用看体重。,13.93,0,0,2,9,1.425,378.9473684,1390,
16.48,"[13:57.280,14:0.430,0]","After wearing it, this must be shown to you, otherwise you will take a big picture, because of his.",穿上身以后，这个一定要给你们展示，要不然你们拍大了，因为他的。,13.95,0,0,1,27,3.15,514.2857143,1360,
16.54,"[14:0.500,14:3.650,1]","There are only a few dozen in total. I want to tell you clearly, or I'm afraid you won't be able to grab them.",一共就几十条，要给大家讲清楚，不然我怕你们抢不到。,14.01,-0.6,0.6,3,22,3.15,419.047619,1360,
16.59,"[14:3.650,14:3.900,1]",right.,对。,14.06,2.857142857,2.857142857,4,1,0.25,240,1360,
16.59,"[14:3.900,14:5.600,0]",In case you are too big to say the change size.,怕你太大了一会说换码数。,14.06,0,0,1,11,1.7,388.2352941,1360,
16.62,"[14:5.600,14:8.800,1]","Adult fleece, adult fabric cover, it is exactly the same as the children.",成人的加绒啊，成人面料套呢，跟小朋友是一模一样的。,14.09,1.125,1.125,3,22,3.2,412.5,1360,
16.68,"[14:8.800,14:16.975,1]","The velvet is very delicate for the softness inside it, not particularly thick, it is thin and thick just right, because the fabric outside the jeans is already very windproof, there are pants?",加绒的对它里面的柔顺很细腻的，不会特别厚，它是薄厚刚好的，因为牛仔裤的外面的面料已经很挡风了，有长裤是吗？,14.15,-0.648979592,0.648979592,2,48,8.175,352.293578,1359,
16.81,"[14:16.975,14:19.625,1]","Yes, it's pipe pants. It's a nine cent. It's a nine cent.",对，它就是烟管裤，9分的它9分的，你看。,14.28,0,0,1,14,2.65,316.9811321,1360,
16.86,"[14:19.625,14:29.300,0]","I can put two legs into a pant leg inside, yes, so it is very elastic, size and pat, according to the height of the buy, um, don't don't greedy big, right?",我我可以把两条腿塞到一个裤脚里面去，可以所以它弹力非常大，正码正拍，按身高买，嗯，不要不要贪大，对就可以了好不好？,14.33,1.619047619,1.619047619,2,50,9.675,310.0775194,1355,
17.02,"[14:29.400,14:33.575,0]",There are dozens of links in one hundred thirty-three twenty-one.,来一百三十九三二一一号链接就几十条了。,14.49,0,0,1,18,4.175,258.6826347,1357,
17.09,"[14:33.575,14:39.350,1]","Hey, baby, we're on top price, and after that, the back of these pants can't be seen in the studio.",宝贝们啊，现在开的是上头价，上头价卖完之后呢，这条裤子后面就不能出现在直播间了。,14.56,2.5,2.5,3,36,5.775,374.025974,1357,
17.19,"[14:39.350,14:47.600,1]","Then, the fabric will not fade, because its color is dark, you wash the dark and light separately, it will not dye you when worn on your body.",然后的话呢，面料掉不掉色，因为它的颜色是深色，你就深浅色分开洗，它穿在身上是不会染到你身上的。,14.66,0.333333333,0.333333333,1,42,8.25,305.4545455,1379,
17.33,"[14:48.100,14:50.850,0]",To worry about fading. Do I smell? Let me tell you something.,来担心掉色，我臭不臭这个事情，我跟你说一下。,14.8,0,0,1,19,2.75,414.5454545,1410,
17.38,"[14:50.950,14:57.125,0]","First of all, the dark color we have washed the water, yes, after washing the water, it will be more or less a little black, it can't be avoided.",首先，深色的我们已经洗过水了，对，洗完水以后，它多多少少还是会有一点点的黑色，避免不了。,14.85,0.131944444,0.131944444,1,38,6.175,369.2307692,1414,
17.48,"[14:57.125,14:58.875,1]",It doesn't matter if you buy it at our house or his.,不管你是在我们家买还是他家。,14.95,0,0,1,13,1.75,445.7142857,1414,
17.51,"[14:58.875,15:0.000,0]",But not when you wear it.,但是你穿的时候不会。,14.98,0,0,1,9,1.125,480,1414,
17.54,"[15:0.520,15:2.770,0]","Wash the light colors separately, and then smoke to avoid odor.",色浅色分开洗，然后其次抽不臭。,15.01,4,4,5,13,2.25,346.6666667,1411,
